Mod:Item:MetaData, Localized Name
thebetweenlands:cracked_betweenstone_brick_wall, Ограда из потрескавшихся кирпичей междуземья
thebetweenlands:weedwood_plank_fence, Забор из досок сорного дерева
thebetweenlands:weedwood_log_fence, Забор из бревен сорного дерева
thebetweenlands:rubber_tree_plank_fence, Забор из досок каучукового дерева
thebetweenlands:giant_root_plank_fence, Giant Root Plank Fence
thebetweenlands:weedwood_plank_fence_gate, Калитка из досок сорного дерева
thebetweenlands:weedwood_log_fence_gate, Калитка из бревен сорного дерева
thebetweenlands:rubber_tree_plank_fence_gate, Калитка из досок каучукового дерева
thebetweenlands:giant_root_plank_fence_gate, Giant Root Plank Fence Gate
thebetweenlands:weedwood_plank_pressure_plate, Нажимная плита из досок сорного дерева
thebetweenlands:betweenstone_pressure_plate, Нажимная плита из камня междуземья
thebetweenlands:syrmorite_pressure_plate, Сирморитовая нажимная плита
thebetweenlands:weedwood_plank_button, Кнопка из досок сорного дерева
thebetweenlands:betweenstone_button, Кнопка из камня междуземья
thebetweenlands:weedwood_ladder, Лестница из сорного дерева
thebetweenlands:weedwood_lever, Рычаг из сорного дерева
thebetweenlands:present, Подарок
thebetweenlands:pitcher_plant, Кувшиночник
thebetweenlands:weeping_blue, Плачущая синька
thebetweenlands:sundew, Росянка
thebetweenlands:black_hat_mushroom, Гриб с черной шляпкой
thebetweenlands:bulb_capped_mushroom, Луковичный гриб
thebetweenlands:flat_head_mushroom, Плоскошляпный гриб
thebetweenlands:venus_fly_trap, Венерина мухоловка
thebetweenlands:volarpad, Парящая кувшинка
thebetweenlands:swamp_plant, Болотное растение
thebetweenlands:swamp_kelp, Болотная ламинария
thebetweenlands:mire_coral, Болотный коралл
thebetweenlands:deep_water_coral, Глубоководный коралл
thebetweenlands:water_weeds, Элодея
thebetweenlands:bulb_capped_mushroom_cap, Шляпка луковичного гриба
thebetweenlands:bulb_capped_mushroom_stalk, Ножка луковичного гриба
thebetweenlands:shelf_fungus, Трутовик
thebetweenlands:algae, Тина
thebetweenlands:poison_ivy, Ядовитый плющ
thebetweenlands:root, Корень
thebetweenlands:giant_root, Giant Root
thebetweenlands:root_underwater, Подводный корень
thebetweenlands:arrow_arum, Пельтандра
thebetweenlands:blue_eyed_grass, Голубоглазка
thebetweenlands:blue_iris, Синий ирис
thebetweenlands:boneset, Посконник
thebetweenlands:bottle_brush_grass, Раскидистая шероховатка
thebetweenlands:broomsedge, Виргинский бородач
thebetweenlands:button_bush, Цветоголовник
thebetweenlands:cardinal_flower, Кардинальская лобелия
thebetweenlands:cattail, Рогоз
thebetweenlands:cave_grass, Пещерная трава
thebetweenlands:copper_iris, Медный ирис
thebetweenlands:marsh_hibiscus, Болотный гибискус
thebetweenlands:marsh_mallow, Болотная мальва
thebetweenlands:bladderwort_flower, Цветки пузырчатки
thebetweenlands:bladderwort_stalk, Стебель пузырчатки
thebetweenlands:bog_bean_flower, Цветки водяного трилистника
thebetweenlands:bog_bean_stalk, Стебель водяного трилистника
thebetweenlands:golden_club_flower, Цветки водного оронтиума
thebetweenlands:golden_club_stalk, Стебель водного оронтиума
thebetweenlands:marsh_marigold_flower, Цветки болотной календулы
thebetweenlands:marsh_marigold_stalk, Стебель болотной календулы
thebetweenlands:swamp_double_tallgrass, Двойная болотная трава
thebetweenlands:milkweed, Ваточник
thebetweenlands:nettle, Крапива
thebetweenlands:nettle_flowered, Цветущая крапива
thebetweenlands:pickerel_weed, Сердцелистная понтедерия
thebetweenlands:phragmites, Тростник
thebetweenlands:shoots, Побеги
thebetweenlands:sludgecreep, Грязнодрог
thebetweenlands:soft_rush, Развесистый ситник
thebetweenlands:swamp_reed, Болотный тростник
thebetweenlands:swamp_reed_underwater, Болотный тростник (подводный)
thebetweenlands:thorns, Колючки
thebetweenlands:tall_cattail, Высокий рогоз
thebetweenlands:swamp_tallgrass, Болотная трава
thebetweenlands:dead_weedwood_bush, Мертвый куст сорного дерева
thebetweenlands:weedwood_bush, Куст сорного дерева
thebetweenlands:hollow_log, Полое бревно
thebetweenlands:cave_moss, Пещерный мох
thebetweenlands:moss, Мох
thebetweenlands:lichen, Лишайник
thebetweenlands:hanger:0, Свисающее растение
thebetweenlands:hanger:3, Свисающее растение с семенами
thebetweenlands:middle_fruit_bush, tile.thebetweenlands.middle_fruit_bush.name
thebetweenlands:fungus_crop, tile.thebetweenlands.fungus_crop.name
thebetweenlands:aspectrus_crop, tile.thebetweenlands.aspectrus_crop.name
thebetweenlands:purified_swamp_dirt, Очищенная болотная земля
thebetweenlands:dug_swamp_dirt:0, Раскопанная болотная земля
thebetweenlands:dug_swamp_dirt:1, Раскопанная болотная земля
thebetweenlands:dug_swamp_dirt:2, Раскопанная болотная земля
thebetweenlands:dug_purified_swamp_dirt:0, Раскопанная очищенная болотная земля
thebetweenlands:dug_purified_swamp_dirt:1, Раскопанная очищенная болотная земля
thebetweenlands:dug_swamp_grass:0, Раскопанный болотный дерн
thebetweenlands:dug_swamp_grass:1, Раскопанный болотный дерн
thebetweenlands:dug_swamp_grass:2, Раскопанный болотный дерн
thebetweenlands:dug_purified_swamp_grass:0, Раскопанный очищенный болотный дерн
thebetweenlands:dug_purified_swamp_grass:1, Раскопанный очищенный болотный дерн
thebetweenlands:black_ice, Черный лед
thebetweenlands:snow, Снег
thebetweenlands:log_portal:0, Каркас портала
thebetweenlands:log_portal:12, Каркас портала
thebetweenlands:tree_portal, Древесный портал
thebetweenlands:portal_frame:0, Верхняя левая часть рамки портала
thebetweenlands:portal_frame:1, Верхняя часть рамки портала
thebetweenlands:portal_frame:2, Верхняя правая часть рамки портала
thebetweenlands:portal_frame:3, Правая часть рамки портала
thebetweenlands:portal_frame:4, Левая часть рамки портала
thebetweenlands:portal_frame:5, Нижняя левая часть рамки портала
thebetweenlands:portal_frame:6, Нижняя часть рамки портала
thebetweenlands:portal_frame:7, Нижняя правая часть рамки портала
thebetweenlands:druid_altar, Алтарь темных друидов
thebetweenlands:purifier, Очиститель
thebetweenlands:weedwood_workbench, Верстак из сорного дерева
thebetweenlands:compost_bin, Компостный ящик
thebetweenlands:weedwood_jukebox, Проигрыватель из сорного дерева
thebetweenlands:sulfur_furnace, Серная печь
thebetweenlands:sulfur_furnace_active, tile.thebetweenlands.sulfur_furnace_active.name
thebetweenlands:sulfur_furnace_dual, Двойная серная печь
thebetweenlands:sulfur_furnace_dual_active, tile.thebetweenlands.sulfur_furnace_dual_active.name
thebetweenlands:weedwood_chest, Сундук из сорного дерева
thebetweenlands:weedwood_rubber_tap, Краник для сбора каучука из сорного дерева
thebetweenlands:syrmorite_rubber_tap, Сирморитовый краник для сбора каучука
thebetweenlands:sludge, Шлам
thebetweenlands:fallen_leaves, Опавшие листья
thebetweenlands:energy_barrier, Энергетический барьер
thebetweenlands:weedwood_door, tile.thebetweenlands.weedwood_door.name
thebetweenlands:rubber_tree_plank_door, tile.thebetweenlands.rubber_tree_plank_door.name
thebetweenlands:giant_root_plank_door, tile.thebetweenlands.giant_root_plank_door.name
thebetweenlands:syrmorite_door, tile.thebetweenlands.syrmorite_door.name
thebetweenlands:standing_weedwood_sign, tile.thebetweenlands.standing_weedwood_sign.name
thebetweenlands:wall_weedwood_sign, tile.thebetweenlands.wall_weedwood_sign.name
thebetweenlands:sulfur_torch, Серный факел
thebetweenlands:weedwood_trapdoor, Люк из сорного дерева
thebetweenlands:rubber_tree_plank_trapdoor, Люк из досок каучукового дерева
thebetweenlands:syrmorite_trapdoor, Сирморитовый люк
thebetweenlands:giant_root_plank_trapdoor, Giant Root Plank Trapdoor
thebetweenlands:syrmorite_hopper, Сирморитовая воронка
thebetweenlands:mud_flower_pot, Цветочный горшок из грязевых кирпичей
thebetweenlands:gecko_cage, Клетка для геккона
thebetweenlands:infuser, Наполнитель
thebetweenlands:aspect_vial_block, tile.thebetweenlands.aspect_vial_block.name
thebetweenlands:mortar, Ступка
thebetweenlands:animator, Оживитель
thebetweenlands:alembic, Перегонный куб
thebetweenlands:moss_bed, tile.thebetweenlands.moss_bed.name
thebetweenlands:rope, tile.thebetweenlands.rope.name
thebetweenlands:damp_torch, Сырой факел
thebetweenlands:walkway, Дорожка из сорного дерева
thebetweenlands:wood_chip_path, Дорожка из щепок сорного дерева
thebetweenlands:thatch_roof, Соломенная крыша
thebetweenlands:mud_brick_roof, Mud Brick Roof
thebetweenlands:repeller, Отпугиватель
thebetweenlands:items_misc:0, Багровая раковина улитки
thebetweenlands:items_misc:1, Бледно-желтая раковина улитки
thebetweenlands:items_misc:2, Компост
thebetweenlands:items_misc:3, Крыло стрекозы
thebetweenlands:items_misc:4, Шкура луркера
thebetweenlands:items_misc:6, Сушеный болотный тростник
thebetweenlands:items_misc:7, Веревка из тростника
thebetweenlands:items_misc:10, Грязевой кирпич
thebetweenlands:items_misc:11, Сирморитовый слиток
thebetweenlands:items_misc:13, Сухая кора
thebetweenlands:items_misc:14, Склизкая кость
thebetweenlands:items_misc:16, Корень снэппера
thebetweenlands:items_misc:17, Глаз сталкера
thebetweenlands:items_misc:18, Сера
thebetweenlands:items_misc:19, Валонитовый осколок
thebetweenlands:items_misc:20, Палка из сорного дерева
thebetweenlands:items_misc:21, Зуб морского черта
thebetweenlands:items_misc:22, Миска из сорного дерева
thebetweenlands:items_misc:23, Резиновый шарик
thebetweenlands:items_misc:24, Сердце смоляного чудовища
thebetweenlands:items_misc:25, Оживленное сердце смоляного чудовища
thebetweenlands:items_misc:26, Смоляная капля
thebetweenlands:items_misc:27, Очищенный известняк
thebetweenlands:items_misc:29, Неоживленный смоляной миньон
thebetweenlands:items_misc:30, Ядовитая железа
thebetweenlands:items_misc:32, Бумага амате
thebetweenlands:items_misc:33, Часть меча ударной волны
thebetweenlands:items_misc:34, Часть меча ударной волны
thebetweenlands:items_misc:35, Часть меча ударной волны
thebetweenlands:items_misc:36, Часть меча ударной волны
thebetweenlands:items_misc:38, Гнездо для амулета
thebetweenlands:items_misc:39, Скабист
thebetweenlands:items_misc:40, Предметный свиток
thebetweenlands:items_crushed:0, Молотый лист
thebetweenlands:items_crushed:1, Молотый рогоз
thebetweenlands:items_crushed:2, Молотая болотная трава
thebetweenlands:items_crushed:3, Молотые побеги
thebetweenlands:items_crushed:4, Молотая пельтандра
thebetweenlands:items_crushed:5, Молотый цветоголовник
thebetweenlands:items_crushed:6, Молотый болотный гибискус
thebetweenlands:items_crushed:7, Молотая сердцелистная понтедерия
thebetweenlands:items_crushed:8, Молотый развесистый ситник
thebetweenlands:items_crushed:9, Молотая болотная мальва
thebetweenlands:items_crushed:10, Молотый ваточник
thebetweenlands:items_crushed:11, Молотый синий ирис
thebetweenlands:items_crushed:12, Молотый медный ирис
thebetweenlands:items_crushed:13, Молотая голубоглазка
thebetweenlands:items_crushed:14, Молотый посконник
thebetweenlands:items_crushed:15, Молотая раскидистая шероховатка
thebetweenlands:items_crushed:16, Молотая кора сорного дерева
thebetweenlands:items_crushed:17, Молотый суш. болотный тростник
thebetweenlands:items_crushed:18, Молотые водоросли
thebetweenlands:items_crushed:19, Молотый зуб морского черта
thebetweenlands:items_crushed:20, Молотый гриб с черной шляпкой
thebetweenlands:items_crushed:21, Молотая багровая раковина улитки
thebetweenlands:items_crushed:22, Молотый водяной трилистник
thebetweenlands:items_crushed:23, Молотый виргинский бородач
thebetweenlands:items_crushed:24, Молотый луковичный гриб
thebetweenlands:items_crushed:25, Молотая кардинальская лобелия
thebetweenlands:items_crushed:26, Молотая пещерная трава
thebetweenlands:items_crushed:27, Молотый пещерный мох
thebetweenlands:items_crushed:28, Молотый багр. срединный самоцвет
thebetweenlands:items_crushed:29, Молотый глубоководный коралл
thebetweenlands:items_crushed:30, Молотый плоскошляпный гриб
thebetweenlands:items_crushed:31, Молотый водный оронтиум
thebetweenlands:items_crushed:32, Молотый зел. срединный самоцвет
thebetweenlands:items_crushed:33, Молотое свисающее растение
thebetweenlands:items_crushed:34, Молотый лишайник
thebetweenlands:items_crushed:35, Молотая болотная календула
thebetweenlands:items_crushed:36, Молотый болотный коралл
thebetweenlands:items_crushed:37, Молотая бледно-желтая раковина улитки
thebetweenlands:items_crushed:38, Молотый мох
thebetweenlands:items_crushed:39, Молотая крапива
thebetweenlands:items_crushed:40, Молотый тростник
thebetweenlands:items_crushed:41, Молотый грязнодрог
thebetweenlands:items_crushed:42, Молотая росянка
thebetweenlands:items_crushed:43, Молотая болотная ламинария
thebetweenlands:items_crushed:44, Молотые запутанные корни
thebetweenlands:items_crushed:45, Молотый синий срединный самоцвет
thebetweenlands:items_crushed:46, Молотый кувшиночник
thebetweenlands:items_crushed:47, Молотая элодея
thebetweenlands:items_crushed:48, Молотая Венерина мухоловка
thebetweenlands:items_crushed:49, Молотая парящая кувшинка
thebetweenlands:items_crushed:50, Молотые колючки
thebetweenlands:items_crushed:51, Молотый ядовитый плющ
thebetweenlands:items_crushed:52, Молотый цветок пузырчатки
thebetweenlands:items_crushed:53, Молотый стебель пузырчатки
thebetweenlands:items_plant_drop:0, Лист
thebetweenlands:items_plant_drop:1, Скопление водорослей
thebetweenlands:items_plant_drop:2, Лист пельтандры
thebetweenlands:items_plant_drop:3, Цветки голубоглазки
thebetweenlands:items_plant_drop:4, Лепестки синего ириса
thebetweenlands:items_plant_drop:5, Болотный коралл
thebetweenlands:items_plant_drop:6, Глубоководный коралл
thebetweenlands:items_plant_drop:7, Цветок водяного трилистника
thebetweenlands:items_plant_drop:8, Цветки посконника
thebetweenlands:items_plant_drop:9, Стебельки раскидистой шероховатки
thebetweenlands:items_plant_drop:10, Листья виргинского бородача
thebetweenlands:items_plant_drop:11, Цветки цветоголовника
thebetweenlands:items_plant_drop:12, Лепестки кардинальской лобелии
thebetweenlands:items_plant_drop:13, Початок рогоза
thebetweenlands:items_plant_drop:14, Стебельки пещерной травы
thebetweenlands:items_plant_drop:15, Лепестки медного ириса
thebetweenlands:items_plant_drop:16, Цветки водного оронтиума
thebetweenlands:items_plant_drop:17, Комок лишайника
thebetweenlands:items_plant_drop:18, Цветок болотного гибискуса
thebetweenlands:items_plant_drop:19, Цветок болотной мальвы
thebetweenlands:items_plant_drop:20, Цветок болотной календулы
thebetweenlands:items_plant_drop:21, Лист крапивы
thebetweenlands:items_plant_drop:22, Стебли тростника
thebetweenlands:items_plant_drop:23, Цветок сердцелистной понтедерии
thebetweenlands:items_plant_drop:24, Побеги
thebetweenlands:items_plant_drop:25, Листья грязнодрога
thebetweenlands:items_plant_drop:26, Листья развесистого ситника
thebetweenlands:items_plant_drop:27, Лист-ловушка росянки
thebetweenlands:items_plant_drop:28, Стебельки болотной травы
thebetweenlands:items_plant_drop:29, Пещерный мох
thebetweenlands:items_plant_drop:30, Мох
thebetweenlands:items_plant_drop:31, Цветок ваточника
thebetweenlands:items_plant_drop:32, Свисающее растение
thebetweenlands:items_plant_drop:33, Лист-ловушка кувшиночника
thebetweenlands:items_plant_drop:34, Элодея
thebetweenlands:items_plant_drop:35, Лист-ловушка Венериной мухоловки
thebetweenlands:items_plant_drop:36, Лист парящей кувшинки
thebetweenlands:items_plant_drop:37, Ветка колючек
thebetweenlands:items_plant_drop:38, Листья ядовитого плюща
thebetweenlands:items_plant_drop:39, Стебель пузырчатки
thebetweenlands:items_plant_drop:40, Цветок пузырчатки
thebetweenlands:swamp_talisman:0, Болотный талисман
thebetweenlands:swamp_talisman:1, Часть болотного талисмана
thebetweenlands:swamp_talisman:2, Часть болотного талисмана
thebetweenlands:swamp_talisman:3, Часть болотного талисмана
thebetweenlands:swamp_talisman:4, Часть болотного талисмана
thebetweenlands:weedwood_rowboat, Гребная лодка из сорного дерева
thebetweenlands:sap_ball, Шарик живицы
thebetweenlands:rotten_food, Сгнившая еда (%s)
thebetweenlands:middle_fruit_bush_seeds, Семена белой груши
thebetweenlands:spores, Споры
thebetweenlands:aspectrus_seeds, Семена аспектрума
thebetweenlands:mire_snail_egg, Mire Snail Egg
thebetweenlands:mire_snail_egg_cooked, Cooked Mire Snail Egg
thebetweenlands:angler_meat_raw, Сырое мясо морского черта
thebetweenlands:angler_meat_cooked, Стейк из мяса морского черта
thebetweenlands:frog_legs_raw, Лапка лягушки
thebetweenlands:frog_legs_cooked, Жареная лапка лягушки
thebetweenlands:snail_flesh_raw, Сырая плоть улитки
thebetweenlands:snail_flesh_cooked, Высушенная плоть улитки
thebetweenlands:reed_donut, Пончик из тростника
thebetweenlands:jam_donut, Пончик с джемом
thebetweenlands:gerts_donut, Пончик Герта
thebetweenlands:aspectrus_fruit, Плод аспектрума
thebetweenlands:kraken_tentacle, Щупальце Кракена
thebetweenlands:kraken_calamari, Приготовленный Кракен
thebetweenlands:middle_fruit, Белая груша
thebetweenlands:mince_pie, Сладкий пирожок
thebetweenlands:christmas_pudding, Рождественский пудинг
thebetweenlands:candy_cane, Карамельная тросточка
thebetweenlands:weeping_blue_petal, Лепесток плачущей синьки
thebetweenlands:wight_heart, Сердце призрака
thebetweenlands:yellow_dotted_fungus, Гриб с желтыми пятнами
thebetweenlands:silt_crab_claw, Клешня илистого краба
thebetweenlands:crab_stick, Крабовые палочки
thebetweenlands:nettle_soup, Суп из крапивы
thebetweenlands:sludge_jello, Желе из грязи
thebetweenlands:middle_fruit_jello, Желе из белой груши
thebetweenlands:sap_jello, Желе из живицы
thebetweenlands:marshmallow, Зеленый маршмэллоу
thebetweenlands:marshmallow_pink, Розовый маршмэллоу
thebetweenlands:flat_head_mushroom_item, Плоскошляпный гриб
thebetweenlands:black_hat_mushroom_item, Гриб с черной шляпкой
thebetweenlands:bulb_capped_mushroom_item, Луковичные грибы
thebetweenlands:swamp_reed_item, Болотный тростник
thebetweenlands:swamp_kelp_item, Болотная ламинария
thebetweenlands:fried_swamp_kelp, Жареная болотная ламинария
thebetweenlands:forbidden_fig, Запретный инжир
thebetweenlands:candy_blue, Синяя конфета
thebetweenlands:candy_red, Красная конфета
thebetweenlands:candy_yellow, Желтая конфета
thebetweenlands:chiromaw_wing, Крыло рукокрыла
thebetweenlands:tangled_root, Запутанные корни
thebetweenlands:mire_scramble, Mire Scramble
thebetweenlands:weeping_blue_petal_salad, Weeping Blue Petal Salad
thebetweenlands:nibblestick, Nibblestick
thebetweenlands:bone_helmet, Костяной шлем
thebetweenlands:bone_chestplate, Костяной нагрудник
thebetweenlands:bone_leggings, Костяные поножи
thebetweenlands:bone_boots, Костяные ботинки
thebetweenlands:lurker_skin_helmet, Шлем из шкуры луркера
thebetweenlands:lurker_skin_chestplate, Нагрудник из шкуры луркера
thebetweenlands:lurker_skin_leggings, Поножи из шкуры луркера
thebetweenlands:lurker_skin_boots, Ботинки из шкуры луркера
thebetweenlands:syrmorite_helmet, Сирморитовый шлем
thebetweenlands:syrmorite_chestplate, Сирморитовый нагрудник
thebetweenlands:syrmorite_leggings, Сирморитовые поножи
thebetweenlands:syrmorite_boots, Сирморитовые ботинки
thebetweenlands:valonite_helmet, Валонитовый шлем
thebetweenlands:valonite_chestplate, Валонитовый нагрудник
thebetweenlands:valonite_leggings, Валонитовые поножи
thebetweenlands:valonite_boots, Валонитовые ботинки
thebetweenlands:rubber_boots, Резиновые ботинки
thebetweenlands:marsh_runner_boots, Сапоги болотного бегуна
thebetweenlands:skull_mask, Маска-череп
thebetweenlands:explorers_hat, Шляпа исследователя
thebetweenlands:weedwood_sword, Меч из сорного дерева
thebetweenlands:weedwood_shovel, Лопата из сорного дерева
thebetweenlands:weedwood_axe, Топор из сорного дерева
thebetweenlands:weedwood_pickaxe, Кирка из сорного дерева
thebetweenlands:bone_sword, Костяной меч
thebetweenlands:bone_shovel, Костяная лопата
thebetweenlands:bone_axe, Костяной топор
thebetweenlands:bone_pickaxe, Костяная кирка
thebetweenlands:octine_sword, Октиновый меч
thebetweenlands:octine_shovel, Октиновая лопата
thebetweenlands:octine_axe, Октиновый топор
thebetweenlands:octine_pickaxe, Октиновая кирка
thebetweenlands:valonite_sword, Валонитовый меч
thebetweenlands:valonite_shovel, Валонитовая лопата
thebetweenlands:valonite_axe, Валонитовый топор
thebetweenlands:valonite_pickaxe, Валонитовая кирка
thebetweenlands:octine_shield, Октиновый щит
thebetweenlands:valonite_shield, Валонитовый щит
thebetweenlands:weedwood_shield, Щит из сорного дерева
thebetweenlands:syrmorite_shield, Сирморитовый щит
thebetweenlands:bone_shield, Костяной щит
thebetweenlands:dentrothyst_shield_green, Щит из зеленого дендраметиста
thebetweenlands:dentrothyst_shield_green_polished, Щит из зеленого полированного дендраметиста
thebetweenlands:dentrothyst_shield_orange, Щит из оранжевого дендраметиста
thebetweenlands:dentrothyst_shield_orange_polished, Щит из оранжевого полированного дендраметиста
thebetweenlands:lurker_skin_shield, Щит из шкуры луркера
thebetweenlands:manual_hl, Книга травоведения
thebetweenlands:syrmorite_shears, Сирморитовые ножницы
thebetweenlands:sickle, Серп
thebetweenlands:shockwave_sword, Меч ударной волны
thebetweenlands:angler_tooth_arrow, Стрела из зуба морского черта
thebetweenlands:poisoned_angler_tooth_arrow, Отравленная стрела из зуба морского черта
thebetweenlands:octine_arrow, Октиновая стрела
thebetweenlands:basilisk_arrow, Стрела Василиска
thebetweenlands:weedwood_bow, Лук из сорного дерева
thebetweenlands:wights_bane, Погибель призраков
thebetweenlands:sludge_slicer, Разрезатель грязи
thebetweenlands:critter_cruncher, Сокрушитель насекомых
thebetweenlands:hag_hacker, Разрубатель ведьм
thebetweenlands:voodoo_doll, Кукла вуду
thebetweenlands:swift_pick, Быстрая кирка
thebetweenlands:bl_bucket:0, Ведро из сорного дерева
thebetweenlands:bl_bucket:1, Сирморитовое ведро
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eЖидкое олово§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eЖидкий цинк§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eЖидкий цинк§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eЖидкий алюминий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРассол§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЖидкий литий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fТяжёлая вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fПар§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fc креозотом§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСжиженный уголь§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСырая нефть§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНефть§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fОчищенное топливо§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСок§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСироп§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСмола§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fМасло дерева§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fSeed Oil§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fBiocrude§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fGrassoline§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fТушёные грибы§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eЭссенция знаний§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eс зельем§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eЗелье всплеска§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eЗатянувшееся зелье§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eРасплавленный редстоун§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eРасплавленная светопыль§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§eРасплавленный эндер§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§bРасплавленный криотиум§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§bНевесомый аэротеум§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§bТектонический петротеум§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§dИзначальная мана§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fс растительным маслом§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭтанол§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fс биодизелем§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fс жидким бетоном§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fс нефтью§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fс дизельным топливом§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fсо смазкой§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fс бензином§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fNapalm§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fОливковое масло§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСок железных ягод§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСок лесных ягод§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fВиноградный сок§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЯблочный сок§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fПивное сусло§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fМёда§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fCinderfire Wort§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fShimmerdew Wort§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fViscous Wort§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fCinderfire Whiskey§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fShimmerdew Spirits§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fViscous Brew§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЗыбучего Песка§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКрови§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЯда§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fВоды Горячего Источника§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fБолотная вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЗастойная вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСмола§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fБериллий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКальций§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКарбонат кальция§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fХлорит§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДейтерий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНитроглицерин§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fГелий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fГелий-3§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fГелиевая плазма§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fВодород§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЛитий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРтуть§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fМетан§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНитроугольное топливо§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНитротопливо§f)
